"0","236","15","true","0","482","55","true","0","282","105","true"
"1","427","15","true","1","465","55","true","1","108","105","true"
"2","471","15","true","2","433","55","true","2","96","105","true"
"3","509","15","true","3","379","55","true","3","112","105","true"
"4","461","15","true","4","410","55","true","4","129","105","true"
"5","505","15","true","5","413","55","true","5","82","105","true"
"6","544","15","true","6","364","55","true","6","92","105","true"
"7","540","15","true","7","385","55","true","7","75","105","true"
"8","519","15","true","8","386","55","true","8","95","105","true"
"9","533","15","true","9","388","55","true","9","79","105","true"
"10","550","15","true","10","384","55","true","10","66","105","true"
"11","557","15","true","11","376","55","true","11","67","105","true"
"12","554","15","true","12","380","55","true","12","66","105","true"
"13","565","15","true","13","391","55","true","13","44","105","true"
"14","557","15","true","14","360","55","true","14","83","105","true"
"15","570","15","true","15","371","55","true","15","59","105","true"
"16","554","15","true","16","373","55","true","16","73","105","true"
"17","526","15","true","17","399","55","true","17","75","105","true"
"18","582","15","true","18","358","55","true","18","60","105","true"
"19","565","15","true","19","346","55","true","19","89","105","true"
"20","579","15","true","20","374","55","true","20","47","105","true"
"21","577","15","true","21","356","55","true","21","67","105","true"
"22","544","15","true","22","392","55","true","22","64","105","true"
"23","598","15","true","23","337","55","true","23","65","105","true"
"24","576","15","true","24","349","55","true","24","75","105","true"
"25","570","15","true","25","358","55","true","25","72","105","true"
"26","596","15","true","26","349","55","true","26","55","105","true"
"27","578","15","true","27","358","55","true","27","64","105","true"
"28","588","15","true","28","355","55","true","28","57","105","true"
"29","584","15","true","29","362","55","true","29","54","105","true"
"30","604","15","true","30","348","55","true","30","48","105","true"
"31","601","15","true","31","340","55","true","31","59","105","true"
"32","617","15","true","32","330","55","true","32","53","105","true"
"33","614","15","true","33","329","55","true","33","57","105","true"
"34","589","15","true","34","326","55","true","34","85","105","true"
"35","534","15","true","35","385","55","true","35","81","105","true"
"36","593","15","true","36","345","55","true","36","62","105","true"
"37","610","15","true","37","329","55","true","37","61","105","true"
"38","606","15","true","38","335","55","true","38","59","105","true"
"39","597","15","true","39","334","55","true","39","69","105","true"
"40","621","15","true","40","324","55","true","40","55","105","true"
"41","605","15","true","41","336","55","true","41","59","105","true"
"42","600","15","true","42","335","55","true","42","65","105","true"
"43","632","15","true","43","301","55","true","43","67","105","true"
"44","576","15","true","44","358","55","true","44","66","105","true"
"45","613","15","true","45","332","55","true","45","55","105","true"
"46","632","15","true","46","308","55","true","46","60","105","true"
"47","608","15","true","47","326","55","true","47","66","105","true"
"48","587","15","true","48","357","55","true","48","56","105","true"
"49","572","15","true","49","343","55","true","49","85","105","true"
"50","595","15","true","50","342","55","true","50","63","105","true"
"51","570","15","true","51","337","55","true","51","93","105","true"
"52","591","15","true","52","344","55","true","52","65","105","true"
"53","590","15","true","53","342","55","true","53","68","105","true"
"54","565","15","true","54","365","55","true","54","70","105","true"
"55","572","15","true","55","352","55","true","55","76","105","true"
