"0","61","15","true","0","116","55","true","0","73","105","true"
"1","86","15","true","1","94","55","true","1","70","105","true"
"2","103","15","true","2","100","55","true","2","47","105","true"
"3","123","15","true","3","97","55","true","3","30","105","true"
"4","119","15","true","4","106","55","true","4","25","105","true"
"5","147","15","true","5","90","55","true","5","13","105","true"
"6","170","15","true","6","71","55","true","6","9","105","true"
"7","178","15","true","7","67","55","true","7","5","105","true"
"8","183","15","true","8","63","55","true","8","4","105","true"
"9","183","15","true","9","63","55","true","9","4","105","true"
"10","195","15","true","10","52","55","true","10","3","105","true"
"11","197","15","true","11","50","55","true","11","3","105","true"
"12","198","15","true","12","49","55","true","12","3","105","true"
"13","200","15","true","13","48","55","true","13","2","105","true"
"14","190","15","true","14","58","55","true","14","2","105","true"
"15","156","15","true","15","82","55","true","15","12","105","true"
"16","157","15","true","16","83","55","true","16","10","105","true"
"17","158","15","true","17","75","55","true","17","17","105","true"
"18","148","15","true","18","87","55","true","18","15","105","true"
"19","143","15","true","19","89","55","true","19","18","105","true"
"20","150","15","true","20","89","55","true","20","11","105","true"
"21","157","15","true","21","81","55","true","21","12","105","true"
"22","152","15","true","22","81","55","true","22","17","105","true"
"23","157","15","true","23","82","55","true","23","11","105","true"
"24","163","15","true","24","71","55","true","24","16","105","true"
"25","165","15","true","25","72","55","true","25","13","105","true"
"26","166","15","true","26","69","55","true","26","15","105","true"
"27","166","15","true","27","75","55","true","27","9","105","true"
"28","165","15","true","28","73","55","true","28","12","105","true"
"29","152","15","true","29","85","55","true","29","13","105","true"
"30","151","15","true","30","84","55","true","30","15","105","true"
"31","147","15","true","31","86","55","true","31","17","105","true"
"32","134","15","true","32","97","55","true","32","19","105","true"
"33","141","15","true","33","95","55","true","33","14","105","true"
"34","143","15","true","34","86","55","true","34","21","105","true"
"35","143","15","true","35","94","55","true","35","13","105","true"
"36","147","15","true","36","85","55","true","36","18","105","true"
"37","146","15","true","37","88","55","true","37","16","105","true"
"38","157","15","true","38","78","55","true","38","15","105","true"
"39","167","15","true","39","72","55","true","39","11","105","true"
"40","159","15","true","40","78","55","true","40","13","105","true"
"41","178","15","true","41","63","55","true","41","9","105","true"
"42","172","15","true","42","65","55","true","42","13","105","true"
"43","175","15","true","43","71","55","true","43","4","105","true"
"44","187","15","true","44","59","55","true","44","4","105","true"
"45","180","15","true","45","64","55","true","45","6","105","true"
"46","186","15","true","46","58","55","true","46","6","105","true"
"47","193","15","true","47","54","55","true","47","3","105","true"
"48","187","15","true","48","61","55","true","48","2","105","true"
"49","189","15","true","49","60","55","true","49","1","105","true"
"50","191","15","true","50","58","55","true","50","1","105","true"
"51","207","15","true","51","42","55","true","51","1","105","true"
"52","212","15","true","52","37","55","true","52","1","105","true"
"53","199","15","true","53","50","55","true","53","1","105","true"
"54","208","15","true","54","40","55","true","54","2","105","true"
"55","214","15","true","55","34","55","true","55","2","105","true"
"56","218","15","true","56","30","55","true","56","2","105","true"
"57","216","15","true","57","32","55","true","57","2","105","true"
"58","232","15","true","58","16","55","true","58","2","105","true"
"59","228","15","true","59","20","55","true","59","2","105","true"
"60","229","15","true","60","19","55","true","60","2","105","true"
"61","229","15","true","61","19","55","true","61","2","105","true"
"62","240","15","true","62","8","55","true","62","2","105","true"
"63","239","15","true","63","9","55","true","63","2","105","true"
"64","238","15","true","64","10","55","true","64","2","105","true"
"65","238","15","true","65","11","55","true","65","1","105","true"
"66","242","15","true","66","7","55","true","66","1","105","true"
"67","244","15","true","67","5","55","true","67","1","105","true"
"68","242","15","true","68","7","55","true","68","1","105","true"
"69","241","15","true","69","8","55","true","69","1","105","true"
"70","244","15","true","70","5","55","true","70","1","105","true"
"71","245","15","true","71","4","55","true","71","1","105","true"
"72","246","15","true","72","3","55","true","72","1","105","true"
"73","246","15","true","73","3","55","true","73","1","105","true"
"74","247","15","true","74","2","55","true","74","1","105","true"
"75","248","15","true","75","1","55","true","75","1","105","true"
"76","248","15","true","76","1","55","true","76","1","105","true"
"77","247","15","true","77","2","55","true","77","1","105","true"
"78","248","15","true","78","1","55","true","78","1","105","true"
