"0","76","15","true","0","102","55","true","0","72","105","true"
"1","86","15","true","1","92","55","true","1","72","105","true"
"2","98","15","true","2","123","55","true","2","29","105","true"
"3","113","15","true","3","120","55","true","3","17","105","true"
"4","140","15","true","4","101","55","true","4","9","105","true"
"5","164","15","true","5","81","55","true","5","5","105","true"
"6","158","15","true","6","86","55","true","6","6","105","true"
"7","160","15","true","7","84","55","true","7","6","105","true"
"8","161","15","true","8","81","55","true","8","8","105","true"
"9","167","15","true","9","74","55","true","9","9","105","true"
"10","158","15","true","10","81","55","true","10","11","105","true"
"11","159","15","true","11","78","55","true","11","13","105","true"
"12","158","15","true","12","73","55","true","12","19","105","true"
"13","161","15","true","13","70","55","true","13","19","105","true"
"14","163","15","true","14","66","55","true","14","21","105","true"
"15","160","15","true","15","67","55","true","15","23","105","true"
"16","165","15","true","16","64","55","true","16","21","105","true"
"17","172","15","true","17","61","55","true","17","17","105","true"
"18","173","15","true","18","60","55","true","18","17","105","true"
"19","170","15","true","19","64","55","true","19","16","105","true"
"20","177","15","true","20","60","55","true","20","13","105","true"
"21","177","15","true","21","63","55","true","21","10","105","true"
"22","178","15","true","22","62","55","true","22","10","105","true"
"23","177","15","true","23","64","55","true","23","9","105","true"
"24","178","15","true","24","62","55","true","24","10","105","true"
"25","181","15","true","25","62","55","true","25","7","105","true"
"26","184","15","true","26","60","55","true","26","6","105","true"
"27","181","15","true","27","58","55","true","27","11","105","true"
"28","186","15","true","28","51","55","true","28","13","105","true"
"29","189","15","true","29","50","55","true","29","11","105","true"
"30","190","15","true","30","49","55","true","30","11","105","true"
"31","193","15","true","31","49","55","true","31","8","105","true"
"32","194","15","true","32","49","55","true","32","7","105","true"
"33","194","15","true","33","49","55","true","33","7","105","true"
"34","196","15","true","34","48","55","true","34","6","105","true"
"35","198","15","true","35","45","55","true","35","7","105","true"
"36","201","15","true","36","43","55","true","36","6","105","true"
"37","203","15","true","37","40","55","true","37","7","105","true"
"38","204","15","true","38","39","55","true","38","7","105","true"
"39","206","15","true","39","37","55","true","39","7","105","true"
"40","212","15","true","40","33","55","true","40","5","105","true"
"41","214","15","true","41","31","55","true","41","5","105","true"
"42","213","15","true","42","32","55","true","42","5","105","true"
"43","215","15","true","43","31","55","true","43","4","105","true"
"44","218","15","true","44","29","55","true","44","3","105","true"
"45","220","15","true","45","27","55","true","45","3","105","true"
"46","220","15","true","46","27","55","true","46","3","105","true"
"47","220","15","true","47","27","55","true","47","3","105","true"
"48","223","15","true","48","24","55","true","48","3","105","true"
"49","225","15","true","49","22","55","true","49","3","105","true"
"50","226","15","true","50","21","55","true","50","3","105","true"
"51","228","15","true","51","19","55","true","51","3","105","true"
"52","227","15","true","52","20","55","true","52","3","105","true"
"53","228","15","true","53","19","55","true","53","3","105","true"
"54","229","15","true","54","18","55","true","54","3","105","true"
"55","229","15","true","55","18","55","true","55","3","105","true"
"56","231","15","true","56","17","55","true","56","2","105","true"
"57","233","15","true","57","15","55","true","57","2","105","true"
"58","233","15","true","58","15","55","true","58","2","105","true"
"59","235","15","true","59","13","55","true","59","2","105","true"
"60","236","15","true","60","12","55","true","60","2","105","true"
"61","236","15","true","61","12","55","true","61","2","105","true"
"62","235","15","true","62","12","55","true","62","3","105","true"
"63","237","15","true","63","11","55","true","63","2","105","true"
"64","237","15","true","64","10","55","true","64","3","105","true"
"65","238","15","true","65","9","55","true","65","3","105","true"
"66","238","15","true","66","9","55","true","66","3","105","true"
"67","238","15","true","67","9","55","true","67","3","105","true"
"68","238","15","true","68","9","55","true","68","3","105","true"
"69","239","15","true","69","8","55","true","69","3","105","true"
"70","238","15","true","70","10","55","true","70","2","105","true"
"71","239","15","true","71","9","55","true","71","2","105","true"
"72","239","15","true","72","9","55","true","72","2","105","true"
"73","239","15","true","73","9","55","true","73","2","105","true"
"74","239","15","true","74","9","55","true","74","2","105","true"
"75","239","15","true","75","9","55","true","75","2","105","true"
"76","239","15","true","76","9","55","true","76","2","105","true"
"77","230","15","true","77","14","55","true","77","6","105","true"
"78","230","15","true","78","14","55","true","78","6","105","true"
"79","226","15","true","79","18","55","true","79","6","105","true"
"80","230","15","true","80","15","55","true","80","5","105","true"
"81","232","15","true","81","14","55","true","81","4","105","true"
"82","232","15","true","82","14","55","true","82","4","105","true"
"83","233","15","true","83","13","55","true","83","4","105","true"
"84","232","15","true","84","15","55","true","84","3","105","true"
"85","230","15","true","85","18","55","true","85","2","105","true"
"86","230","15","true","86","18","55","true","86","2","105","true"
"87","230","15","true","87","19","55","true","87","1","105","true"
"88","231","15","true","88","18","55","true","88","1","105","true"
"89","232","15","true","89","17","55","true","89","1","105","true"
"90","232","15","true","90","17","55","true","90","1","105","true"
"91","232","15","true","91","17","55","true","91","1","105","true"
"92","234","15","true","92","15","55","true","92","1","105","true"
"93","235","15","true","93","14","55","true","93","1","105","true"
"94","213","15","true","94","30","55","true","94","7","105","true"
"95","216","15","true","95","28","55","true","95","6","105","true"
"96","216","15","true","96","28","55","true","96","6","105","true"
"97","216","15","true","97","28","55","true","97","6","105","true"
"98","217","15","true","98","27","55","true","98","6","105","true"
"99","219","15","true","99","27","55","true","99","4","105","true"
"100","220","15","true","100","26","55","true","100","4","105","true"
"101","222","15","true","101","25","55","true","101","3","105","true"
"102","223","15","true","102","24","55","true","102","3","105","true"
"103","226","15","true","103","21","55","true","103","3","105","true"
"104","226","15","true","104","21","55","true","104","3","105","true"
"105","228","15","true","105","19","55","true","105","3","105","true"
"106","226","15","true","106","21","55","true","106","3","105","true"
"107","226","15","true","107","21","55","true","107","3","105","true"
"108","228","15","true","108","19","55","true","108","3","105","true"
"109","228","15","true","109","19","55","true","109","3","105","true"
"110","227","15","true","110","20","55","true","110","3","105","true"
"111","230","15","true","111","17","55","true","111","3","105","true"
